"R0000100","R0000600","R0001800","R0008800","R0009100","R0009600","R0010300","R0010400","R0010500","R0010600","R0013200","R0013400","R0015300","R0145100","R0146100","R0149800","R0149900","R0173600","R0214700","R0214800","R0216400","R0216601","R0217900","R0217910","T0857100","T2015100","T2998600","T3942500","T4876800","T5593000"
7993,16,1,-4,7,15,7,7,1,5,3,-4,5,0,-4,2,-4,11,1,1,4,2,-2,-3,-4,-4,-4,-4,-4,-4
7994,14,1,-4,7,9,7,1,2,5,4,-4,4,0,-4,4,4,14,1,2,4,2,-1,-3,-5,6,-5,-5,-5,-5
7995,14,1,-4,3,11,0,0,1,5,2,-4,2,0,-4,2,-4,11,1,1,4,1,-2,-3,-4,-4,-4,-4,-4,-4
7996,16,1,-4,3,3,0,0,1,5,2,-4,-3,0,-4,2,-4,11,1,1,4,2,-3,-3,-5,-5,-5,-5,-5,-5
7997,17,1,-4,3,3,0,0,2,5,2,-4,2,0,-4,1,3,14,1,2,4,2,-2,-3,3,3,3,3,3,3
7998,21,1,-4,3,6,0,0,2,5,2,-4,2,0,-4,-4,-4,14,1,2,4,3,-2,-3,3,3,3,3,3,3
7999,20,1,-4,4,18,7,7,1,5,2,-4,2,0,-4,-4,-4,11,1,1,4,1,-1,-3,-4,-5,-4,-4,-4,-4
8000,21,1,0,2,1,5,5,2,5,4,-4,4,0,-4,-4,-4,13,2,2,4,3,5500,0,3,3,3,3,3,3
8001,21,1,1,5,18,7,0,1,1,3,3,3,0,-4,-4,-4,14,1,2,4,1,9859,0,5,5,5,5,5,5
8002,21,1,1,6,18,7,0,1,1,0,1,0,0,-4,-4,-4,11,1,1,4,-3,10120,0,-4,-4,-4,-4,-4,-4
8003,21,1,-4,0,18,7,7,3,5,4,-4,2,0,-4,-4,-4,14,1,2,4,3,3750,1,0,0,0,0,0,0
8004,17,1,-4,6,18,7,7,2,5,4,-4,0,0,-4,3,-4,11,1,1,4,2,27000,0,-4,-4,-4,-4,-5,-5
8005,18,1,-4,3,16,7,7,2,5,2,-4,2,0,-4,-4,-4,11,1,1,4,3,25000,0,-4,-4,-4,-4,-4,-4
8006,17,1,-4,3,18,7,7,4,5,4,-4,4,0,-4,2,2,14,1,2,4,2,25000,0,3,3,3,3,3,3
8007,19,1,-4,9,1,2,0,1,5,2,-4,2,0,-4,-4,-4,13,2,2,4,3,14000,0,0,0,0,-5,-5,-5
8008,22,1,1,1,2,0,0,2,5,2,-4,2,0,-4,-4,-4,12,3,2,4,3,-1,-3,-5,-5,-5,-5,-5,-5
8009,21,1,-4,5,18,7,7,6,4,4,-4,0,0,-4,-4,-4,11,1,1,4,4,5500,0,-4,-4,-4,-4,-4,-4
8010,20,1,-4,3,18,7,1,1,5,0,-4,0,0,-4,-4,-4,14,1,2,4,1,25000,0,0,0,0,0,0,0
8011,18,1,-4,4,18,7,0,3,5,4,-4,4,0,-4,-4,-4,11,1,1,4,1,25000,0,-4,-4,-4,-4,-4,-4
8012,19,1,-4,3,3,4,4,4,5,3,-4,2,0,-4,-4,-4,9,3,1,4,1,1350,1,-5,-5,-5,-5,-5,-5
8013,20,1,-4,3,20,7,7,3,5,1,-4,1,0,-4,-4,-4,14,1,2,4,4,8300,0,0,0,0,0,0,0
8014,18,2,0,4,5,7,0,3,5,2,-4,2,0,-4,-4,-4,9,3,1,4,1,10800,0,-5,-5,-5,-5,-5,-5
8015,16,1,-4,9,9,0,0,1,5,2,-4,2,0,-4,2,3,12,3,2,4,1,10800,0,-5,-5,-5,-5,-5,-5
8016,15,1,-4,9,9,0,0,1,5,2,-4,4,0,-4,1,4,12,3,2,4,1,10800,0,-5,-5,-5,-5,-5,-5
8017,20,1,-4,4,9,0,0,1,1,2,2,0,0,-4,-4,-4,12,3,2,4,1,10800,0,-5,-5,-5,-5,-5,-5
8018,19,2,-3,4,29,0,0,2,5,3,1,2,0,-4,-4,-4,12,3,2,4,4,-3,-3,-5,-5,-5,-5,-5,-5
8019,18,1,-4,3,17,7,7,4,5,4,-4,4,0,-4,-4,-4,14,1,2,4,2,20000,0,-5,-5,-5,-5,-5,-5
8020,16,1,-4,3,17,7,7,5,5,4,-4,4,0,-4,2,2,14,1,2,4,2,20000,0,-5,-5,4,4,4,4
8021,21,1,0,1,29,5,1,4,5,3,-4,2,0,-4,-4,-4,9,3,1,4,4,-2,-3,-5,-5,-5,-5,-5,-5
8022,21,1,-4,1,18,7,7,3,5,2,-4,2,0,-4,-4,-4,11,1,1,4,4,6000,0,-4,-4,-4,-4,-4,-4
8023,14,1,-4,2,18,7,7,5,5,2,-4,2,0,-4,-2,3,14,1,2,4,2,15000,0,-5,-5,-5,-5,-5,-5
8024,18,1,-4,11,17,7,7,5,5,4,-4,3,0,-4,-4,-4,11,1,1,4,2,10000,0,-5,-5,-5,-5,-5,-5
8025,14,1,-4,11,17,7,7,5,5,3,-4,3,0,-4,1,1,14,1,2,4,2,10000,0,0,0,0,0,0,0
8026,16,1,-4,3,18,7,7,2,5,2,-4,0,0,-4,-3,-4,11,1,1,4,2,25000,0,-4,-5,-4,-4,-4,-4
8027,19,1,-4,3,17,7,7,2,5,2,-4,3,-4,3,-4,-4,11,1,1,4,1,12000,0,-4,-4,-4,-4,-4,-4
8028,21,1,0,10,1,2,9,3,1,1,1,1,0,-4,-4,-4,13,2,2,4,4,18844,0,1,1,1,1,1,1
8029,19,1,-4,6,18,7,7,5,5,2,-4,2,0,-4,-4,-4,14,1,2,4,4,13000,0,-5,-5,-5,-5,-5,-5
8030,16,1,-4,6,16,7,7,5,5,4,-4,3,0,-4,2,4,14,1,2,4,2,13000,0,-5,-5,-5,-5,-5,-5
8031,15,1,-4,7,18,7,7,5,5,3,-4,3,0,-4,2,2,14,1,2,4,2,13000,0,-5,-5,-5,-5,-5,-5
8032,20,1,-4,4,1,9,9,2,5,4,-4,3,0,-4,-4,-4,10,2,1,4,4,11000,0,-4,-4,-4,-4,-4,-4
8033,15,1,-4,1,1,7,7,5,5,12,-4,12,0,-4,3,4,13,2,2,4,2,20000,0,3,3,3,3,3,3
8034,16,1,-4,4,1,9,9,2,5,3,-4,3,0,-4,2,3,13,2,2,4,4,-2,-3,4,4,4,4,4,4
8035,15,1,-4,4,1,9,9,2,5,3,-4,3,0,-4,3,3,13,2,2,4,2,9200,0,0,0,0,0,0,0
8036,18,1,-4,3,1,2,2,2,5,5,-4,5,0,-4,-4,-4,13,2,2,4,4,5000,1,0,0,0,0,0,0
8037,15,1,-4,5,5,7,0,1,5,0,-4,3,0,-4,3,3,14,1,2,4,2,18000,0,-5,-5,-5,-5,-5,-5
8038,15,1,-4,4,1,2,2,6,5,2,-4,4,0,-4,-2,-4,10,2,1,4,2,3000,1,-4,-4,-4,-4,-4,-4
8039,15,1,-4,5,1,9,9,1,5,1,-4,4,0,-4,4,4,13,2,2,4,2,11400,0,4,4,-5,-5,4,4
8040,15,1,-4,1,1,2,2,1,5,2,-4,2,0,-4,2,-4,10,2,1,4,2,22000,0,-4,-4,-4,-4,-5,-4
8041,18,1,-4,1,1,2,2,1,5,2,-4,2,0,-4,-4,-4,10,2,1,4,4,22000,0,-5,-4,-4,-4,-5,-4
8042,14,1,-4,2,1,5,5,3,5,1,-4,0,0,-4,3,3,13,2,2,4,2,25000,0,-5,-5,-5,-5,-5,-5
8043,17,1,-4,1,1,5,5,2,5,5,-4,5,0,-4,4,-4,10,2,1,2,2,-1,-3,-5,-5,-5,-5,-5,-5
8044,17,1,-4,1,4,7,7,2,5,6,1,6,0,-4,3,4,13,2,2,4,2,20000,0,3,3,3,3,3,3
8045,19,1,1,1,4,7,7,1,5,6,-3,5,0,-4,-4,-4,13,2,2,4,1,0,1,-5,-5,-5,-5,2,-5
8046,21,1,1,1,11,7,0,1,5,2,-4,2,0,-4,-4,-4,11,1,1,4,3,5400,0,-4,-4,-4,-4,-4,-4
8047,18,1,-4,7,1,7,7,5,5,2,-4,2,0,-4,-4,-4,13,2,2,4,4,35000,0,2,2,2,2,2,2
8048,14,2,-4,2,17,7,7,2,5,2,-4,3,0,-4,4,4,14,1,2,4,2,41000,0,2,2,2,2,2,2
8049,18,2,-4,2,1,2,2,6,5,0,-4,1,0,-4,-4,-4,13,2,2,4,3,26000,0,-5,2,2,2,2,2
8050,15,1,-4,3,1,7,2,2,5,4,-4,3,0,-4,2,-4,10,2,1,4,2,-1,-3,-5,-5,-5,-5,-5,-5
8051,22,1,1,4,6,9,1,3,5,2,-4,2,0,-4,-4,-4,12,3,2,4,4,1500,1,-5,-5,-5,-5,-5,-5
8052,15,1,-4,7,4,7,7,4,5,2,-4,2,0,-4,3,-4,11,1,1,4,2,7200,0,-4,-4,-5,-5,-5,-5
8053,18,1,-4,5,6,7,7,4,5,2,-4,2,0,-4,-4,-4,12,3,2,4,4,12000,0,-5,-5,-5,-5,-5,-5
8054,16,1,-4,5,6,7,7,5,5,3,-4,3,0,-4,2,3,12,3,2,-4,2,12000,0,-5,-5,-5,-5,-5,-5
8055,15,1,-4,7,28,9,9,6,5,10,-4,10,0,-4,1,-4,9,3,1,4,2,11000,1,-5,-5,-5,-5,-5,-5
8056,14,2,-4,6,3,9,9,6,5,8,-4,6,0,-4,2,2,12,3,2,4,2,11000,1,-5,-5,-5,-5,-5,-5
8057,19,1,-4,7,1,2,2,4,5,2,1,1,0,-4,-4,-4,13,2,2,4,1,13068,0,4,4,4,4,4,4
8058,20,1,-4,7,1,2,2,2,5,2,-4,3,-4,3,-4,-4,10,2,1,4,1,8500,1,-4,-4,-4,-4,-4,-4
8059,18,1,0,6,17,7,7,5,1,4,1,3,0,-4,-4,-4,14,1,2,4,1,-3,-3,8,8,8,8,8,8
8060,22,1,-4,9,1,2,2,1,1,1,1,1,0,-4,-4,-4,10,2,1,4,4,-3,-3,-5,-5,-5,-5,-5,-5
8061,16,1,-4,6,17,7,7,4,5,3,-4,3,0,-4,3,4,14,1,2,4,2,12500,0,2,2,2,2,2,-5
8062,14,1,-4,6,17,7,7,5,5,2,-4,2,-4,3,2,3,14,1,2,4,2,12500,0,-5,-5,-5,-5,-5,-5
8063,20,1,0,8,17,7,7,4,1,6,1,1,-4,1,-4,-4,11,1,1,4,1,3056,1,-4,-4,-4,-4,-4,-4
8064,18,1,-4,5,1,9,9,3,5,3,-4,3,0,-4,-4,-4,10,2,1,4,2,12000,0,-4,-5,-5,-4,-4,-4
8065,21,1,-4,10,8,9,9,6,5,2,-4,6,0,-4,-4,-4,12,3,2,4,1,6000,1,-5,-5,-5,-5,-5,-5
8066,16,1,-4,7,8,9,9,5,5,4,-4,2,0,-4,2,3,12,3,2,4,2,6000,1,-5,-5,-5,-5,-5,-5
8067,15,1,-4,8,8,9,9,6,5,2,-4,2,0,-4,2,3,12,3,2,4,2,6000,1,-5,-5,-5,-5,-5,-5
8068,17,1,-4,5,17,7,7,5,5,4,-4,4,-4,1,1,4,14,1,2,4,4,14000,0,-5,-5,-5,-5,-5,-5
8069,15,1,-4,1,17,7,7,5,5,4,-4,4,0,-4,1,-4,11,1,1,4,2,9000,0,-4,-4,-4,-4,-4,-4
8070,17,1,-4,9,17,7,7,2,5,5,-4,5,0,-4,1,-4,11,1,1,4,1,20000,0,-5,-5,-4,-5,-5,-5
8071,17,1,-4,2,18,0,0,1,5,-2,-4,-2,0,-4,-2,-4,11,1,1,4,2,14000,0,-5,-5,-5,-5,-5,-5
8072,20,1,0,2,6,7,1,5,1,5,1,3,0,-4,-4,-4,14,1,2,4,4,15780,0,-5,-5,-5,-5,-5,-5
8073,18,2,-4,2,3,7,7,1,5,2,-4,2,0,-4,-4,-4,12,3,2,4,2,40000,0,-5,-5,-5,-5,-5,-5
8074,18,1,1,0,1,0,0,1,5,2,-4,2,0,-4,-4,-4,10,2,1,4,4,-3,-3,-4,-4,-5,-4,-4,-5
8075,19,1,1,2,3,1,1,2,5,2,-4,2,0,-4,-4,-4,9,3,1,-4,4,3612,0,-5,-5,-5,-5,-5,-5
8076,15,1,-4,2,3,4,1,5,5,1,-4,7,0,-4,2,-4,9,3,1,4,2,-2,-3,-5,-5,-5,-5,-5,-5
8077,14,1,-4,1,1,5,5,5,5,3,-4,4,0,-4,2,-4,10,2,1,4,2,27000,0,-4,-4,-5,-4,-4,-4
8078,15,1,-4,1,1,5,5,5,5,2,-4,3,0,-4,3,3,13,2,2,4,2,27000,0,-5,2,2,2,2,2
8079,21,1,-4,9,18,7,1,6,5,2,-4,2,0,-4,-4,-4,14,1,2,4,4,16907,0,-5,-5,-5,-5,-5,-5
8080,14,1,-4,2,3,2,0,1,5,2,-4,2,0,-4,3,-4,9,3,1,4,2,25000,0,-5,-5,-5,-5,-5,-5
8081,21,1,-4,2,5,6,6,5,5,2,-4,2,0,-4,-4,-4,12,3,2,4,4,6600,0,-5,-5,-5,-5,-5,-5
8082,21,1,-4,1,18,7,7,2,5,2,-4,2,0,-4,-4,-4,11,1,1,4,3,16000,0,-5,-5,-5,-5,-5,-5
8083,18,1,-4,1,18,7,7,2,5,2,-4,2,0,-4,-4,-4,14,1,2,4,3,16000,0,4,4,4,4,4,4
8084,18,1,-4,1,3,1,4,5,5,2,-4,2,-4,1,-4,-4,12,3,2,4,1,35000,0,-5,-5,-5,-5,-5,-5
8085,19,1,1,3,6,7,7,2,5,4,-4,4,0,-4,-4,-4,12,3,2,4,3,5000,0,-5,-5,-5,-5,-5,-5
8086,14,1,-4,1,3,7,7,5,5,2,-4,0,0,-4,2,3,12,3,2,4,2,6000,0,-5,-5,-5,-5,-5,-5
8087,20,1,1,2,11,7,0,1,5,3,-4,3,0,-4,-4,-4,11,1,1,4,4,12011,0,-4,-4,-4,-4,-4,-4
8088,22,1,1,3,5,7,0,2,5,2,-4,2,0,-4,-4,-4,14,1,2,4,4,5000,0,-5,-5,-5,-5,-5,-5
8089,20,1,0,3,3,3,3,1,5,2,-4,2,0,-4,-4,-4,9,3,1,4,4,7400,0,-5,-5,-5,-5,-5,-5
8090,20,1,0,2,3,5,5,1,5,3,-4,3,0,-4,-4,-4,9,3,1,4,3,5500,0,-5,-5,-5,-5,-5,-5
8091,20,2,1,10,17,7,7,3,1,4,1,3,0,-4,-4,-4,14,1,2,4,1,-2,-3,-5,-5,-5,-5,-5,-5
8092,20,1,-4,1,13,5,5,1,5,2,-4,2,0,-4,-4,-4,12,3,2,4,3,33500,0,-5,-5,-5,-5,-5,-5
8093,20,1,0,3,17,7,7,3,5,3,-4,3,0,-4,-4,-4,14,1,2,4,4,5000,0,2,-5,2,2,2,2
8094,20,1,-4,8,17,9,9,6,5,1,-4,1,1,1,-4,-4,11,1,1,4,1,-3,-3,-4,-4,-4,-5,-5,-5
8095,20,1,0,7,20,7,9,6,5,2,-4,2,0,-4,-4,-4,11,1,1,4,1,1100,1,-4,-5,-5,-5,-5,-5
8096,22,1,-4,9,17,7,7,2,5,2,-4,2,0,-4,-4,-4,11,1,1,4,1,5000,0,-4,-4,-4,-4,-4,-4
8097,17,1,-4,3,17,7,7,1,5,4,-4,4,0,-4,2,-4,11,1,1,4,2,4500,1,-4,-4,-4,-5,-5,-5
8098,16,1,-4,3,17,7,7,1,5,8,-4,6,0,-4,1,-4,11,1,1,4,2,4500,1,-4,-4,-4,-5,-5,-5
8099,18,1,-4,9,17,7,7,5,1,2,1,2,0,-4,-4,-4,14,1,2,4,1,12000,0,-5,-5,-5,-5,-5,-5
8100,18,1,-4,8,17,7,7,5,5,4,-4,4,0,-4,-4,-4,11,1,1,4,1,10000,0,-4,-4,-4,-4,-4,-4
8101,16,1,-3,8,17,7,7,5,5,5,-4,5,0,-4,3,-4,11,1,1,4,2,-3,-3,-5,-4,-4,-5,-4,-4
8102,17,1,-4,9,17,7,7,3,5,3,-4,3,0,-4,2,2,14,1,2,4,1,-2,-3,2,2,2,2,2,2
8103,19,1,0,3,17,7,7,2,1,2,2,0,0,-4,-4,-4,14,1,2,4,1,8130,0,3,3,3,3,-5,3
8104,20,1,-4,5,16,7,7,1,5,2,-4,2,0,-4,-4,-4,11,1,1,4,3,-2,-3,-5,-4,-4,-4,-4,-4
8105,18,1,-4,7,18,7,7,2,5,2,-4,2,0,-4,-4,-4,14,1,2,4,2,35884,0,3,3,3,3,3,3
8106,22,1,1,13,17,7,7,5,5,2,-4,2,0,-4,-4,-4,11,1,1,4,1,-3,-3,-4,-4,-4,-4,-4,-4
8107,19,1,1,8,17,7,7,2,5,4,-4,4,1,2,-4,-4,11,1,1,4,1,500,1,-4,-4,-4,-4,-4,-4
8108,15,1,-4,0,18,7,7,1,5,2,-4,2,0,-4,2,-4,11,1,1,4,2,24000,0,-5,-4,-4,-5,-5,-4
8109,18,1,-4,1,18,7,7,2,1,4,1,2,0,-4,-4,-4,14,1,2,4,1,21000,0,-5,-5,-5,-5,-5,-5
8110,21,1,-4,2,17,7,7,5,5,3,-4,3,0,-4,-4,-4,14,1,2,4,3,15000,0,2,2,2,2,2,2
8111,15,1,-4,2,18,7,7,5,5,3,-4,3,0,-4,1,3,14,1,2,4,2,15000,0,1,1,1,1,1,1
8112,18,1,-4,3,18,7,7,5,5,2,-4,2,0,-4,-4,-4,11,1,1,4,1,8964,0,-5,-5,-5,-5,-5,-5
8113,18,1,-4,4,17,7,7,2,5,2,-4,2,0,-4,-4,-4,14,1,2,4,3,18600,0,3,3,3,3,3,3
8114,15,1,-4,8,17,7,7,3,5,3,-4,6,0,-4,3,3,14,1,2,4,2,15000,0,-5,-5,-5,-5,-5,-5
8115,14,1,-4,6,18,7,7,2,5,4,-4,6,1,3,3,-4,11,1,1,4,2,4800,1,-4,-4,-4,-4,-4,-5
8116,15,1,-4,4,17,7,7,2,5,2,-4,2,0,-4,4,-4,11,1,1,4,2,12000,0,-5,-4,-4,-4,-4,-4
8117,15,1,-4,4,18,7,7,4,5,3,-4,3,0,-4,2,2,14,1,2,4,2,10000,0,0,0,0,0,0,0
8118,19,1,-4,3,2,0,0,1,5,2,-4,1,0,-4,-4,-4,10,2,1,4,3,-1,-3,-5,-5,-5,-5,-5,-5
8119,20,1,-4,3,11,7,7,5,5,2,-4,2,0,-4,-4,-4,12,3,2,4,3,5500,0,-5,-5,-5,-5,-5,-5
8120,22,1,0,4,17,7,7,5,5,10,-4,5,0,-4,-4,-4,14,1,2,4,3,2950,1,1,1,1,1,1,1
8121,22,1,1,5,18,7,7,2,5,2,-4,2,0,-4,-4,-4,14,1,2,4,3,2412,1,1,1,1,1,1,1
8122,20,1,1,3,16,7,7,2,5,5,-4,4,0,-4,-4,-4,14,1,2,4,3,3120,1,-5,-5,-5,-5,-5,-5
8123,21,1,1,8,18,7,7,5,5,5,-4,4,0,-4,-4,-4,14,1,2,1,3,1232,1,1,1,1,1,1,1
8124,20,1,1,1,1,2,2,1,5,2,-4,1,0,-4,-4,-4,10,2,1,4,4,3370,0,-4,-4,-5,-4,-4,-4
8125,18,1,-4,7,1,2,2,2,5,3,3,0,-4,1,-4,-4,13,2,2,4,1,6372,0,-5,-5,-5,-5,-5,-5
8126,15,1,-4,0,20,7,7,5,5,2,-4,2,0,-4,2,4,14,1,2,4,2,-2,-3,0,0,0,0,0,0
8127,21,1,0,5,1,9,0,4,1,2,1,1,0,-4,-4,-4,13,2,2,4,1,10704,0,2,2,2,2,2,-5
8128,19,1,-4,4,1,2,2,4,5,2,-4,2,0,-4,-4,-4,10,2,1,4,4,25000,0,-5,-4,-4,-4,-4,-4
8129,18,1,-4,4,1,2,2,5,5,3,-4,1,0,-4,-4,-4,13,2,2,4,3,20000,0,2,2,2,2,2,2
8130,16,1,-4,3,4,7,7,5,5,4,-4,3,0,-4,3,-4,9,3,1,4,2,6000,1,-5,-5,-5,-5,-5,-5
8131,15,1,-4,3,4,7,7,5,5,4,-4,4,0,-4,1,2,12,3,2,4,2,13000,0,-5,-5,-5,-5,-5,-5
8132,20,1,-4,4,6,7,7,1,5,2,-4,1,0,-4,-4,-4,12,3,2,4,4,14000,0,-5,-5,-5,-5,-5,-5
8133,16,1,-4,8,1,7,4,1,5,1,-4,1,0,-4,2,1,14,1,2,4,2,-2,-3,1,1,1,1,1,1
8134,21,1,-4,2,3,7,1,2,5,4,-4,4,0,-4,-4,-4,9,3,1,1,3,75001,0,-5,-5,-5,-5,-5,-5
8135,21,1,1,1,6,6,0,1,5,0,-4,0,0,-4,-4,-4,9,3,1,4,3,7000,0,-5,-5,-5,-5,-5,-5
8136,16,1,-4,2,15,2,1,6,5,2,-4,2,0,-4,4,-4,11,1,1,4,2,15000,0,-5,-5,-5,-5,-5,-5
8137,22,1,0,2,5,9,0,1,5,2,-4,2,0,-4,-4,-4,12,3,2,4,4,9948,0,-5,-5,-5,-5,-5,-5
8138,14,1,-4,3,18,7,7,5,5,6,-4,3,0,-4,-3,-4,11,1,1,4,2,8670,0,-4,-4,-4,-4,-4,-4
8139,21,1,1,4,17,7,7,3,1,2,1,1,0,-4,-4,-4,11,1,1,4,4,12000,0,-4,-4,-4,-4,-4,-4
8140,17,1,0,4,29,7,7,2,1,4,1,1,0,-4,-3,-3,14,1,2,4,1,15220,0,5,5,5,5,5,5
8141,21,1,-4,4,21,7,7,2,5,2,-4,2,0,-4,-4,-4,14,1,2,4,1,16000,0,2,2,-5,2,-5,-5
8142,17,1,-4,4,20,7,7,4,5,2,-4,-2,0,-4,2,-4,11,1,1,4,2,15000,0,-4,-4,-4,-4,-4,-4
8143,16,1,-4,4,18,7,7,2,5,3,-4,3,0,-4,3,3,14,1,2,4,2,10000,0,3,3,3,3,3,3
8144,15,1,-4,4,18,7,7,5,5,3,-4,5,0,-4,2,1,14,1,2,4,2,10000,0,-5,-5,-5,-5,-5,-5
8145,16,1,-4,3,15,7,2,5,5,1,-4,4,1,3,1,-4,11,1,1,4,2,10000,0,-4,-4,-4,-4,-5,-4
8146,15,1,-4,3,15,7,2,5,5,2,-4,2,0,-4,1,-4,11,1,1,4,2,10000,0,-4,-4,-4,-4,-4,-4
8147,17,1,-4,5,6,7,7,2,5,2,-4,3,0,-4,2,-4,11,1,1,4,2,7000,1,-5,-5,-5,-5,-5,-5
8148,16,1,-4,5,18,7,7,5,5,2,-4,2,0,-4,1,2,14,1,2,4,2,9336,0,2,2,2,2,2,2
8149,20,1,-4,1,18,8,8,2,5,2,-4,2,0,-4,-4,-4,14,1,2,4,3,23000,0,1,1,1,1,1,1
8150,16,1,-4,1,17,8,8,1,5,4,-4,2,0,-4,3,3,14,1,2,4,2,23000,0,1,1,1,1,1,1
8151,21,1,1,1,3,7,7,4,1,2,-4,2,0,-4,-4,-4,14,1,2,4,4,9000,0,2,2,2,2,2,2
8152,17,1,-4,2,17,7,7,5,5,3,-4,3,0,-4,2,3,14,1,2,4,2,16000,0,2,2,2,2,2,-5
8153,15,1,-4,2,17,7,7,5,5,3,-4,3,0,-4,-2,-2,14,1,2,4,2,16000,0,-5,-5,-5,-5,-5,-5
8154,21,1,-4,5,17,7,7,5,5,4,-4,0,0,-4,-4,-4,11,1,1,4,4,26000,0,-4,-4,-4,-4,-4,-4
8155,18,1,-4,6,18,7,9,5,5,4,-4,3,0,-4,-4,-4,11,1,1,4,3,26000,0,-4,-4,-4,-4,-4,-4
8156,17,1,-4,5,17,0,0,1,5,5,-4,5,0,-4,-4,-4,11,1,1,4,2,26000,0,-4,-4,-4,-4,-4,-4
8157,15,1,-4,2,13,9,9,1,5,2,-4,2,0,-4,-4,-4,11,1,1,4,2,-2,-3,-5,-5,-5,-5,-5,-5
8158,19,1,-4,8,1,2,2,4,5,2,-4,2,0,-4,-4,-4,10,2,1,4,4,-3,-3,-4,-4,-4,-4,-4,-4
8159,20,1,-4,6,18,7,7,2,5,4,-4,4,0,-4,-4,-4,11,1,1,4,4,26000,0,-4,-4,-4,-4,-5,-4
8160,15,1,-4,6,18,7,7,2,5,1,-4,1,0,-4,2,2,14,1,2,4,2,26000,0,1,1,1,1,-5,-5
8161,16,1,-4,4,17,7,7,5,5,1,-4,1,0,-4,2,4,14,1,2,4,2,6500,0,2,2,2,2,2,2
8162,19,1,-4,3,18,7,7,3,5,3,-4,1,0,-4,-4,-4,11,1,1,4,4,10000,0,-4,-4,-4,-4,-4,-4
8163,14,1,-4,1,18,7,1,2,5,3,-4,3,0,-4,2,-4,11,1,1,4,2,3000,1,-5,-4,-4,-4,-4,-4
8164,18,1,-4,7,3,0,0,1,5,2,-4,2,0,-4,-4,-4,9,3,1,4,1,2950,1,-5,-5,-5,-5,-5,-5
8165,14,1,-4,5,17,9,9,6,5,2,-4,2,0,-4,-4,-4,11,1,1,4,2,18000,0,-4,-4,-4,-4,-5,-5
8166,17,1,0,2,22,0,8,1,5,2,-4,0,0,-4,3,-4,9,3,1,4,2,3500,0,-5,-5,-5,-5,-5,-5
8167,19,2,1,6,0,9,0,1,5,2,-4,2,0,-4,-4,-4,9,3,1,4,4,-3,-3,-5,-5,-5,-5,-5,-5
8168,18,1,-4,3,18,7,7,2,5,3,-4,3,0,-4,-4,-4,11,1,1,4,2,25000,0,-5,-5,-4,-5,-5,-5
8169,21,1,-4,3,18,7,7,4,5,4,-4,4,0,-4,-4,-4,14,1,2,4,4,33000,0,-5,2,2,-5,2,-5
8170,18,1,-4,1,18,4,4,5,5,2,-4,2,0,-4,-4,-4,14,1,2,4,4,28000,0,0,0,0,0,0,-5
8171,19,1,-4,4,25,9,9,1,1,2,2,0,0,-4,-4,-4,9,3,1,4,4,13760,0,-5,-5,-5,-5,-5,-5
8172,19,1,0,1,3,9,9,5,1,4,2,2,0,-4,-4,-4,12,3,2,4,1,5450,1,-5,-5,-5,-5,-5,-5
8173,21,1,0,8,17,7,7,4,1,3,1,2,0,-4,-4,-4,11,1,1,4,1,9000,0,-4,-4,-4,-4,-4,-4
8174,21,1,0,13,18,7,7,1,1,2,2,0,0,-4,-4,-4,14,1,2,4,1,3960,1,7,7,7,7,7,7
8175,16,1,-4,1,20,7,7,4,5,2,-4,3,0,-4,2,1,14,1,2,4,2,17000,0,2,2,2,2,2,2
8176,15,1,-4,2,21,7,0,5,5,4,-4,4,0,-4,1,2,14,1,2,4,2,4248,1,1,1,1,-5,1,-5
8177,18,1,-4,8,17,7,7,1,1,3,-4,3,0,-4,-4,-4,11,1,1,4,1,13000,0,-4,-4,-4,-4,-4,-4
8178,16,1,-4,6,17,7,7,3,5,3,-4,3,0,-4,-4,-4,14,1,2,4,1,12000,0,2,2,2,2,2,2
8179,18,1,-4,6,17,7,7,2,5,5,-4,5,0,-4,-4,-4,11,1,1,4,1,14000,0,-4,-4,-4,-4,-4,-4
8180,20,3,0,6,17,7,7,1,1,3,3,0,0,-4,-4,-4,14,1,2,4,1,6500,1,-5,-5,-5,-5,-5,-5
8181,17,1,-4,3,18,7,7,5,5,2,-4,2,0,-4,2,4,14,1,2,4,2,9500,0,2,2,2,2,2,2
8182,21,1,-4,3,1,2,2,1,5,2,2,3,0,-4,-4,-4,10,2,1,4,1,13000,0,-4,-5,-5,-4,-4,-4
8183,19,1,-4,3,1,2,2,1,5,2,-4,2,0,-4,-4,-4,10,2,1,4,1,13000,0,-4,-4,-4,-4,-4,-4
8184,18,1,-4,3,1,2,2,2,5,3,-4,3,0,-4,-4,-4,13,2,2,4,1,13000,0,2,2,2,2,2,2
8185,17,1,-4,3,1,2,2,1,5,1,-4,1,0,-4,-4,-4,10,2,1,4,1,13000,0,-5,-5,-5,-5,-5,-5
8186,21,1,-4,4,1,2,2,3,5,2,1,1,0,-4,-4,-4,10,2,1,4,1,10000,0,-4,-4,-4,-4,-4,-4
8187,18,1,-4,4,1,2,2,4,5,1,-4,1,0,-4,-4,-4,10,2,1,4,4,10000,0,-5,-5,-5,-5,-5,-5
8188,15,1,-4,6,1,2,2,1,5,1,-4,1,0,-4,2,-4,10,2,1,4,2,10000,0,-5,-5,-5,-5,-5,-5
